produto,price,entregue
Sofá 4 Lugares,859.7,True
Carteira,969.17,True
Camisa,609.97,False
Recipiente de Bebida,325.81,False
Sofá-Cama,929.21,True
Creme Anti-Envelhecimento,447.58,True
Cadeira de Praia,447.78,True
Cadeira Dobrável,365.91,False
Chapéu,853.73,True
Creme Anti-Estrias,676.52,False
Computador,245.19,False
Notebook,266.63,False
Cama Box com Gavetas e Criado-Mudo,154.79,False
Creme Anti-Olheiras,590.99,False
Cama Box Baú,529.89,True
Cama Box com Cabeceira e Criado-Mudo,941.76,True
Creme Anti-Cravos,981.43,True
Mesa de Jantar,961.4,False
Mini PC,564.31,True
Creme Anti-Cravos,659.72,False
Cama Box com Baú e Gavetas,189.14,False
Chapéu,403.89,True
Monitor 144Hz,537.8,False
Creme Anti-Ressecamento,539.71,False
Monitor 165Hz,918.65,True
Recipiente de Plástico,642.25,False
Monitor Curvo,229.74,True
Recipiente de Plástico,434.33,False
Creme Anti-Ressecamento,699.73,False
Cama Box com Cabeceira,808.69,False
Recipiente de Papel,347.69,False
Monitor Curvo,307.94,True
Cama Box com Gavetas e Criado-Mudo,231.22,False
Desktop,308.95,True
Cama Box com Criado-Mudo,99.17,False
Macbook,183.6,True
Monitor 120Hz,687.36,True
Recipiente de Higiene,581.63,False
Netbook,280.94,True
Monitor Touchscreen,979.87,True
Guarda-Roupa Planejado,240.36,True
Ultrabook,813.02,True
Colar,953.1,False
Cama Box com Baú e Gavetas,392.74,False
Recipiente de Vidro,106.24,False
Monitor 144Hz,339.53,True
Guarda-Roupa Casal,740.78,False
Desktop,578.15,False
Notebook,783.74,True
Monitor 240Hz,616.74,False
Brinco,485.11,False
Cama Box com Baú e Criado-Mudo,574.01,True
Sofá de Canto,250.48,True
Guarda-Roupa Planejado,144.31,True
Cama Box com Criado-Mudo,133.56,True
Óculos de Grau,479.38,True
Creme Anti-Inflamação,732.56,False
Cama Box com Baú, Gavetas e Criado-Mudo,831.35,False
Cadeira Gamer,958.61,False
Guarda-Roupa,410.56,False
Bolsa,125.19,False
Cama Box com Cabeceira e Criado-Mudo,135.08,False
Sofá de Canto,759.79,True
Cama Box King Size,258.26,False
Creme Anti-Acne,193.22,False
Camisa,671.09,False
Cama Box,589.98,False
Monitor 240Hz,465.05,True
Monitor 240Hz,980.06,True
Creme Dental,700.95,True
Creme Anti-Acne,278.05,True
Cadeira de Praia,513.16,False
Creme Anti-Irritação,68.79,True
Monitor 360Hz,925.15,True
Creme Anti-Cravos,637.29,False
Monitor 60Hz,331.64,False
Cama Box com Baú, Cabeceira e Criado-Mudo,771.9,True
Monitor Touchscreen,622.99,True
Relógio,322.76,False
Recipiente de Limpeza,582.57,False
Protetor Labial,716.45,False
Creme Anti-Celulite,430.56,False
Bolsa,993.18,True
Cama Box com Cabeceira e Criado-Mudo,227.66,True
Perfume,360.89,True
Sabonete,578.51,False
Creme Anti-Irritação,251.57,True
Sofá 4 Lugares,721.96,False
Monitor 144Hz,741.06,False
Recipiente de Lixo,539.23,True
Guarda-Roupa,300.43,True
Creme Anti-Idade,587.45,True
Cama Box com Baú, Cabeceira e Criado-Mudo,180.0,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,546.81,False
Sofá 4 Lugares,741.93,True
Guarda-Roupa Infantil,857.12,False
Cadeira de Jantar,805.1,True
Creme Anti-Estrias,581.75,True
Cadeira de Praia,774.61,True
Monitor 75Hz,725.25,True
Anel,340.82,False
Creme Anti-Manchas,879.26,False
Creme Anti-Acne,738.0,False
Monitor 165Hz,78.1,False
Monitor 120Hz,475.94,False
Cadeira Dobrável,978.0,False
Monitor 200Hz,888.47,True
Monitor 60Hz,210.05,False
Cama Box com Baú e Criado-Mudo,358.6,False
Cama Box com Baú e Cabeceira,216.81,False
Cinto,955.34,True
Monitor HD,100.69,True
Cadeira Dobrável,94.44,False
Creme Anti-Idade,502.4,False
Cama Box Solteiro,618.1,True
Monitor 240Hz,663.14,True
Escova de Dente,839.67,False
Sofá de Canto,271.66,False
Recipiente de Bebida,70.9,False
Creme Anti-Espinhas,806.41,False
Sofá de Canto,607.17,True
Macbook,556.71,False
Monitor 165Hz,776.73,False
Cama Box com Baú e Criado-Mudo,487.75,False
Shampoo,53.76,False
Monitor,276.58,True
Macbook,178.8,True
Cama Box com Criado-Mudo,745.88,True
Monitor 60Hz,637.73,True
Recipiente de Alimento,252.77,True
Recipiente de Higiene,677.95,True
Monitor 75Hz,220.08,False
Computador,358.8,True
Recipiente de Vidro,244.33,False
Sofá-Cama,349.81,True
Creme Anti-Espinhas,749.32,False
Óculos de Grau,215.66,True
Colar,250.3,False
Guarda-Roupa Infantil,713.25,True
Monitor 240Hz,524.35,False
Sofá 2 Lugares,853.82,False
Monitor Full HD,824.02,False
Anel,796.22,True
Monitor 4K,974.57,False
Sofá 3 Lugares,212.21,True
Mesa de Escritório,773.56,True
Protetor Solar,489.82,True
Creme Anti-Espinhas,430.08,True
Pulseira,832.63,False
Monitor 240Hz,147.0,True
Recipiente de Plástico,948.65,True
Creme Anti-Ressecamento,250.47,False
Cadeira de Praia,80.38,False
Cadeira Gamer,122.5,False
Shampoo,977.26,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,584.97,False
Recipiente de Papel,57.83,True
Monitor 60Hz,552.09,True
Monitor 240Hz,93.55,False
Cama Box Casal,661.44,False
Guarda-Roupa Infantil,950.31,True
Carteira,753.51,True
Recipiente de Lixo,482.61,True
Recipiente de Alimento,983.86,True
Computador,767.12,True
Cama Box Baú,977.3,False
Creme Anti-Celulite,650.76,True
Cama Box com Baú e Criado-Mudo,248.7,True
Guarda-Roupa Casal,259.98,True
Cama Box Casal,489.45,False
Sabonete,799.39,True
Óculos de Grau,596.49,True
Cadeira de Praia,529.86,False
Colar,327.25,False
Creme Anti-Ressecamento,323.7,True
Camisa,537.84,True
Creme Anti-Manchas,511.72,False
Protetor Labial,392.75,False
Creme Anti-Cravos,701.37,False
Cadeira de Escritório,435.62,True
Chapéu,987.72,False
Condicionador,239.24,False
Recipiente de Plástico,248.58,True
Monitor 360Hz,349.9,False
Cama Box com Baú e Cabeceira,845.79,True
Recipiente de Vidro,392.87,False
Monitor,935.77,False
Sofá de Canto,302.71,True
Creme Anti-Inflamação,849.41,True
Mochila,847.91,True
Cinto,747.54,False
Protetor Solar,767.71,False
Creme Anti-Ressecamento,992.64,False
Cama Box,641.04,False
Guarda-Roupa Solteiro,700.84,False
Cama Box Casal,714.17,False
Cama Box com Cabeceira,307.01,True
Protetor Labial,466.39,False
Creme Anti-Ressecamento,715.95,True
Recipiente de Papel,824.55,True
Creme Anti-Ressecamento,908.12,True
Creme Anti-Envelhecimento,997.25,True
Creme Dental,928.3,True
Monitor 4K,983.01,True
Creme Anti-Cravos,598.71,True
Monitor 240Hz,132.02,False
Mesa de Centro,865.33,True
Creme Anti-Manchas,118.05,False
Monitor HD,805.97,False
Cadeira de Praia,587.76,False
Sofá-Cama,229.81,True
Recipiente de Plástico,560.03,True
Notebook,257.02,False
Monitor HD,356.33,True
Cama Box Baú,161.73,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,400.97,False
Cama Box Casal,254.51,True
Shampoo,125.08,False
Computador,232.96,False
Monitor Curvo,189.88,False
Creme Anti-Ressecamento,841.6,False
Monitor 240Hz,734.22,True
Guarda-Roupa,807.71,False
Óculos de Grau,569.97,False
Monitor Ultrawide,639.65,True
Notebook,831.79,False
Cadeira Dobrável,62.48,False
Cinto,525.19,False
Monitor 360Hz,770.41,True
Recipiente de Bebida,802.11,False
Cama Box com Baú e Gavetas,672.09,True
Sofá de Canto,192.84,True
Calça,764.9,True
Perfume,508.23,True
Mochila,877.41,False
Monitor 120Hz,577.45,False
Cama Box com Baú, Gavetas e Cabeceira,406.62,True
Computador,262.56,True
Recipiente de Plástico,879.41,False
Cama Box com Gavetas e Criado-Mudo,859.85,False
Monitor 4K,61.83,True
Sofá 3 Lugares,648.51,True
Colar,657.63,True
Cama Box com Baú e Criado-Mudo,971.71,False
Sofá 2 Lugares,133.18,False
Shampoo,251.3,True
Recipiente de Alimento,683.37,False
Recipiente de Alimento,299.16,False
Creme Anti-Manchas,352.88,False
Mesa de Escritório,376.9,True
Cama Box com Cabeceira,920.83,True
Monitor 60Hz,484.38,False
Cama Box com Gavetas,815.25,False
Fio Dental,73.04,True
Creme Anti-Rugas,915.29,False
Recipiente de Papel,322.0,False
Cadeira de Jantar,217.64,False
Creme Anti-Inflamação,686.9,True
Creme Anti-Estrias,152.33,False
Cama Box com Baú e Gavetas,432.27,False
Cama Box com Gavetas e Criado-Mudo,100.37,False
Carteira,918.47,False
Cama Box com Gavetas,814.25,True
Boné,181.25,True
Óculos de Grau,138.91,True
Fio Dental,75.63,False
Computador,690.78,False
Calça,550.23,True
Cama Box com Baú e Cabeceira,523.68,False
Óculos de Sol,666.0,False
Creme Dental,396.3,True
Creme Dental,291.03,True
Recipiente de Plástico,374.87,False
Anel,519.45,True
Cama Box com Cabeceira,454.92,True
Creme Dental,358.71,True
Mini PC,443.9,False
Creme Anti-Irritação,966.85,False
Sofá,958.55,True
Cadeira Gamer,55.3,False
Monitor 144Hz,572.66,False
Camisa,529.66,False
Guarda-Roupa Casal,802.91,True
Monitor 165Hz,873.33,False
Recipiente de Bebida,537.68,True
Monitor 60Hz,180.57,True
Cama Box Casal,239.95,True
Monitor 60Hz,934.78,True
Creme Anti-Manchas,781.68,True
Carteira,941.74,False
Recipiente de Limpeza,364.89,False
Mini PC,937.62,True
Cama Box com Baú, Gavetas e Criado-Mudo,462.16,True
Creme Anti-Acne,443.4,True
Fio Dental,826.22,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,301.3,True
Pulseira,527.6,True
Recipiente de Lixo,327.92,False
Monitor 280Hz,482.3,False
Monitor 240Hz,707.77,True
Sabonete,534.34,False
Calça,853.94,True
Hidratante,658.91,True
Protetor Labial,186.85,True
Monitor 75Hz,172.84,False
Creme Anti-Cravos,324.43,False
Protetor Solar,624.39,False
Recipiente de Bebida,866.99,True
Protetor Labial,695.05,False
Guarda-Roupa Planejado,625.55,False
Cama Box com Baú, Gavetas e Criado-Mudo,409.22,True
Tenis,532.29,True
Mesa de Centro,139.81,False
Hidratante,611.41,False
Monitor Curvo,263.44,False
Cama Box Solteiro,258.32,False
Creme Anti-Inflamação,938.07,True
Boné,547.48,True
Mesa de Centro,70.68,False
Óculos de Sol,780.26,False
Monitor 120Hz,145.4,True
Guarda-Roupa Embutido,254.67,False
Perfume,68.11,True
Recipiente de Papel,744.91,False
Recipiente de Lixo,949.07,False
Mesa de Jantar,982.87,False
Recipiente de Plástico,225.49,False
Monitor 60Hz,436.26,True
Pulseira,608.97,True
Creme Anti-Inflamação,874.85,False
Escova de Dente,835.46,True
Monitor Touchscreen,342.53,True
Cadeira Gamer,561.42,True
Monitor HD,167.58,False
Cama Box com Baú e Gavetas,692.31,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,542.7,True
Bolsa,742.88,True
Creme Anti-Inflamação,945.98,False
Monitor 120Hz,974.62,False
Pulseira,270.1,True
Netbook,149.78,False
Monitor Gamer,443.72,True
Carteira,683.01,False
Creme Anti-Espinhas,696.35,True
Bolsa,216.12,False
Computador,485.25,True
Creme Anti-Manchas,299.36,False
Sofá 3 Lugares,764.98,False
Creme Anti-Inflamação,340.31,True
Computador,135.03,False
Monitor Gamer,591.18,False
Creme Anti-Acne,851.68,True
Recipiente de Plástico,461.12,True
Recipiente de Bebida,231.69,False
Sofá-Cama,455.47,False
Cama Box com Baú, Gavetas e Criado-Mudo,510.3,False
Monitor 240Hz,287.15,False
Monitor Touchscreen,523.92,False
Cadeira de Jantar,909.4,False
Perfume,767.08,True
Mesa de Escritório,169.72,False
Cama Box King Size,359.46,False
Creme Anti-Manchas,897.47,True
Bolsa,554.86,True
Creme Anti-Envelhecimento,506.08,False
Anel,172.96,True
Monitor 4K,840.0,False
Cama Box com Baú, Gavetas e Criado-Mudo,323.17,False
Creme Anti-Inflamação,306.38,False
Óculos de Grau,362.61,False
Creme Anti-Irritação,397.38,True
Creme Anti-Cravos,701.01,False
Mesa de Jantar,542.24,True
Creme Anti-Inflamação,410.81,True
Cama Box Casal,194.91,True
Creme Anti-Rugas,809.79,False
Desktop,284.32,True
Monitor 144Hz,145.26,False
Creme Anti-Ressecamento,84.9,False
Guarda-Roupa Solteiro,997.56,True
Bolsa,516.9,True
Creme Anti-Irritação,781.73,False
Sofá-Cama,996.4,False
Shampoo,81.09,True
Pulseira,924.14,True
All-in-One,523.67,False
Guarda-Roupa Infantil,98.83,True
Monitor 360Hz,207.73,False
Netbook,259.91,False
Boné,311.17,True
Recipiente de Alimento,380.73,False
Cama Box com Gavetas e Cabeceira,598.85,False
Monitor Curvo,100.8,False
Carteira,510.49,True
Fio Dental,707.81,True
Computador,897.51,False
Cama Box com Criado-Mudo,123.32,True
Creme Anti-Inflamação,201.89,False
Cama Box King Size,914.19,True
Guarda-Roupa,622.82,False
Creme Anti-Ressecamento,241.7,False
Recipiente de Vidro,435.04,False
Monitor 240Hz,987.93,True
Monitor 280Hz,557.58,True
Cama Box com Baú e Cabeceira,517.83,False
Cama Box com Baú, Gavetas e Criado-Mudo,78.9,True
Monitor Touchscreen,253.74,False
Cama Box com Gavetas,197.54,False
Cama Box Baú,892.02,True
Anel,263.36,False
Cama Box Baú,801.42,True
Cama Box Queen Size,864.83,False
Guarda-Roupa Solteiro,877.34,False
Guarda-Roupa Solteiro,144.48,True
Recipiente de Higiene,310.2,False
Mesa de Jantar,249.81,False
Creme Anti-Rugas,221.2,True
Mesa de Escritório,691.92,True
Creme Anti-Ressecamento,398.58,True
Monitor 144Hz,469.35,True
Calça,486.07,True
Cama Box Casal,263.27,True
Tenis,194.76,True
Cadeira de Escritório,249.11,False
Sabonete,718.71,False
Guarda-Roupa Solteiro,572.21,True
Cama Box com Cabeceira e Criado-Mudo,747.26,False
Protetor Solar,972.63,False
Creme Anti-Acne,942.57,False
Guarda-Roupa Casal,653.45,True
Creme Anti-Cravos,636.4,True
Monitor 240Hz,823.82,True
Monitor 240Hz,418.95,False
Creme Anti-Ressecamento,692.58,True
Tenis,99.93,False
Computador,388.74,True
Guarda-Roupa Solteiro,587.1,True
Bermuda,643.55,True
Guarda-Roupa Embutido,835.63,False
Cama Box com Cabeceira,861.74,False
Creme Anti-Irritação,574.74,True
Mesa de Escritório,781.28,True
Monitor Curvo,920.21,True
Cama Box Solteiro,265.06,False
Monitor 240Hz,415.27,True
Monitor 60Hz,89.8,False
Cama Box,546.12,True
Camisa,783.92,False
Mesa de Centro,618.79,True
Cama Box Baú,703.82,False
Cadeira de Praia,530.64,True
All-in-One,501.76,False
Sofá-Cama,659.12,True
Cama Box Casal,295.19,True
Cadeira de Jantar,456.95,True
Creme Anti-Estrias,848.82,True
Fio Dental,523.3,False
Cadeira Gamer,56.62,False
Creme Anti-Celulite,229.16,True
Monitor,889.29,True
Bermuda,661.71,True
Cama Box com Baú e Cabeceira,130.29,False
Boné,924.37,False
Chapéu,457.79,False
Monitor 144Hz,857.09,False
Monitor 120Hz,509.63,False
Cadeira de Escritório,582.72,False
Óculos de Grau,869.79,True
Sofá 4 Lugares,780.07,True
Creme Anti-Acne,614.43,True
Recipiente de Vidro,434.38,False
Monitor 120Hz,895.55,False
Creme Anti-Espinhas,936.83,False
Creme Anti-Ressecamento,443.26,False
Guarda-Roupa Infantil,756.88,False
Cama Box com Baú, Gavetas e Cabeceira,227.21,True
Cadeira Dobrável,579.64,True
Tenis,968.02,True
Creme Anti-Idade,697.83,False
Mesa de Centro,181.01,True
Cama Box com Baú, Cabeceira e Criado-Mudo,882.63,True
Desodorante,75.13,False
Carteira,706.77,False
Chapéu,726.09,True
Creme Anti-Celulite,829.57,False
Creme Dental,167.92,True
Cama Box Casal,511.39,False
Calça,186.45,True
Monitor 60Hz,180.9,False
Mesa de Centro,649.39,False
Macbook,270.05,False
Calça,494.2,False
Calça,122.3,True
Monitor,332.66,True
Cama Box com Baú, Gavetas e Cabeceira,566.18,True
Brinco,224.31,False
Monitor HD,298.12,False
Recipiente de Higiene,631.73,True
Notebook,368.66,True
Mochila,618.57,True
Sabonete,908.61,False
Mesa de Escritório,666.73,True
Cama Box Casal,550.72,False
Carteira,372.29,True
Shampoo,385.24,False
Recipiente de Limpeza,361.48,True
Cama Box com Baú, Cabeceira e Criado-Mudo,554.54,False
Chapéu,706.07,False
Cama Box Queen Size,236.18,False
Creme Anti-Ressecamento,766.13,True
Guarda-Roupa Infantil,534.55,False
Creme Anti-Ressecamento,203.56,True
Guarda-Roupa Casal,272.67,False
Monitor 144Hz,980.43,False
Sofá 4 Lugares,926.49,False
Camisa,577.88,False
Bermuda,758.06,True
Monitor Full HD,946.12,True
Cama Box com Baú, Gavetas e Criado-Mudo,391.87,False
Monitor 240Hz,99.03,False
Creme Anti-Irritação,806.25,True
Cama Box com Cabeceira e Criado-Mudo,918.66,True
Recipiente de Higiene,961.06,True
Pulseira,855.75,False
Guarda-Roupa Solteiro,95.19,True
Monitor 60Hz,873.75,True
Creme Anti-Inflamação,594.23,True
Protetor Labial,387.59,False
Óculos de Grau,860.35,False
Monitor 4K,138.18,True
Monitor 120Hz,738.13,False
Guarda-Roupa Infantil,927.26,True
Mesa de Escritório,688.25,False
Creme Anti-Irritação,861.73,True
Cadeira Dobrável,794.62,True
Monitor 60Hz,662.77,True
Cama Box com Baú e Gavetas,994.51,True
Escova de Dente,699.47,True
Cama Box com Criado-Mudo,692.84,False
Monitor 200Hz,259.43,False
Óculos de Grau,63.51,True
Cama Box King Size,388.96,True
Óculos de Grau,360.01,True
Relógio,287.62,False
Shampoo,790.9,False
Monitor 60Hz,643.67,True
Cadeira Gamer,120.0,False
Óculos de Grau,991.04,True
Creme Anti-Cravos,64.62,False
Cama Box Baú,906.26,False
Desodorante,627.18,True
Camisa,424.82,True
Monitor 120Hz,848.02,False
Monitor 280Hz,378.52,False
Sofá-Cama,902.47,True
Creme Anti-Olheiras,704.49,False
Tenis,409.16,True
Monitor HD,437.0,False
Cadeira de Praia,602.94,True
Protetor Solar,558.13,True
Creme Anti-Inflamação,317.96,False
Colar,185.29,True
Colar,739.1,False
Recipiente de Alimento,862.45,False
Cama Box King Size,780.62,False
Creme Anti-Idade,455.29,False
Recipiente de Vidro,735.41,True
Monitor 360Hz,276.69,False
Cama Box Casal,893.08,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,975.88,False
Monitor HD,966.18,True
Cinto,802.7,False
Monitor Gamer,773.85,False
Brinco,666.74,True
Cama Box Solteiro,222.99,True
Recipiente de Plástico,193.77,False
Fio Dental,683.34,False
Cama Box com Baú e Cabeceira,279.83,True
Cadeira de Escritório,789.51,False
Monitor Touchscreen,106.49,True
Monitor Full HD,989.7,False
Computador,623.44,False
Cama Box com Baú, Gavetas e Cabeceira,313.62,True
Colar,325.36,False
Cama Box Baú,95.58,False
Cama Box,958.06,True
Cama Box com Baú, Cabeceira e Criado-Mudo,697.29,True
Perfume,105.35,True
Cama Box,682.06,False
Cama Box com Criado-Mudo,317.94,False
Monitor Full HD,739.01,True
Perfume,509.42,False
Colar,954.62,False
Cama Box Baú,252.44,True
Bermuda,142.3,True
Guarda-Roupa Embutido,263.55,False
Cama Box,271.84,True
Monitor Full HD,399.88,True
Cama Box com Cabeceira e Criado-Mudo,68.61,True
Guarda-Roupa Infantil,146.88,False
Brinco,253.12,False
Chapéu,360.14,True
Creme Anti-Irritação,838.81,True
Monitor Gamer,622.81,False
Cama Box com Baú, Gavetas e Criado-Mudo,602.92,True
Monitor 280Hz,970.88,True
Recipiente de Bebida,707.34,False
Notebook,114.09,True
Creme Anti-Irritação,806.25,True
Cadeira Gamer,249.63,True
Cama Box,147.13,True
Creme Anti-Estrias,434.64,False
Cama Box Solteiro,446.87,False
Creme Dental,988.21,False
Notebook,695.64,True
Cama Box com Gavetas e Criado-Mudo,312.89,False
Cinto,195.69,False
Cama Box com Baú e Gavetas,783.23,True
Monitor 240Hz,923.21,True
Tenis,272.45,False
Monitor 144Hz,876.57,False
Creme Anti-Rugas,983.81,True
Macbook,998.87,False
Computador,838.0,True
Monitor HD,661.27,False
Creme Dental,936.94,True
Óculos de Grau,769.87,True
Camisa,254.62,True
Monitor Ultrawide,416.21,True
Cama Box com Gavetas, Cabeceira e Criado-Mudo,147.3,False
Cadeira de Jantar,343.54,True
Cama Box Casal,911.05,False
Desktop,592.1,False
Condicionador,700.59,False
Creme Dental,445.95,True
Protetor Labial,546.91,True
Óculos de Grau,182.52,True
Monitor 280Hz,752.68,True
Recipiente de Bebida,500.55,False
Monitor Gamer,834.7,False
Cama Box com Gavetas e Criado-Mudo,250.24,True
Bermuda,604.96,False
Guarda-Roupa Solteiro,934.07,True
Pulseira,315.6,True
Recipiente de Alimento,588.54,True
Monitor 75Hz,423.75,False
Creme Anti-Ressecamento,274.88,False
Cama Box com Baú e Gavetas,582.07,False
Bermuda,717.0,False
Cama Box King Size,975.61,False
Creme Anti-Celulite,515.34,True
Sofá-Cama,185.41,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,430.23,False
Sofá 3 Lugares,312.96,True
Cama Box Solteiro,906.37,True
Cadeira Dobrável,337.65,False
Monitor 200Hz,861.82,False
Monitor 75Hz,682.48,True
Fio Dental,428.71,False
Cama Box com Baú, Gavetas e Criado-Mudo,236.07,True
Cama Box Solteiro,574.71,False
Monitor 120Hz,869.82,True
Creme Anti-Irritação,260.96,True
Tenis,901.56,False
Creme Anti-Inflamação,835.02,True
Creme Anti-Inflamação,481.6,False
Fio Dental,238.21,False
Cama Box com Gavetas,611.5,True
Escova de Dente,684.3,True
Recipiente de Bebida,574.4,False
Creme Anti-Acne,834.43,False
All-in-One,65.35,False
Desodorante,135.03,True
Bolsa,190.97,False
Bermuda,887.45,True
Cama Box com Baú e Cabeceira,806.75,True
Creme Anti-Rugas,536.59,False
Cama Box Solteiro,818.78,False
Cadeira de Jantar,818.84,False
Bermuda,930.54,False
Creme Anti-Idade,557.92,False
Monitor 280Hz,219.64,True
All-in-One,736.23,False
Creme Anti-Irritação,667.28,True
Macbook,252.03,False
Cadeira Gamer,343.57,True
Sofá 3 Lugares,831.01,True
Guarda-Roupa Solteiro,765.66,False
Cama Box,825.91,False
Bermuda,809.55,False
Anel,653.64,False
Mesa de Escritório,757.52,True
Cama Box com Baú e Gavetas,726.44,True
Fio Dental,785.89,False
Camisa,557.53,True
Escova de Dente,183.7,True
Cama Box com Cabeceira,268.96,True
Mesa de Centro,460.39,False
Pulseira,105.15,False
Sofá-Cama,844.19,False
Cama Box com Criado-Mudo,469.67,False
Hidratante,560.61,False
Monitor 144Hz,330.36,True
Monitor Gamer,332.92,False
Creme Anti-Cravos,330.79,False
Chapéu,965.31,True
Mesa de Jantar,290.56,False
Cadeira Gamer,785.98,True
Cama Box com Gavetas e Cabeceira,567.65,True
Recipiente de Lixo,266.8,True
Cinto,566.95,False
Cama Box com Baú e Gavetas,999.88,False
Ultrabook,797.03,True
Creme Anti-Irritação,74.64,True
Protetor Labial,596.0,True
Cadeira de Praia,71.35,False
Sofá de Canto,764.35,True
Desodorante,426.49,True
Sofá de Canto,274.84,False
Mesa de Centro,544.46,False
Creme Anti-Ressecamento,616.26,True
Cadeira de Praia,430.07,False
Mini PC,154.87,True
Creme Anti-Celulite,669.6,True
Desktop,500.79,True
Monitor 120Hz,80.6,True
Recipiente de Bebida,190.51,False
Óculos de Grau,73.34,False
Condicionador,328.78,False
Monitor 240Hz,543.52,True
Perfume,613.97,False
Protetor Solar,242.7,True
Creme Anti-Rugas,121.66,False
Recipiente de Limpeza,593.56,True
Calça,632.72,False
Monitor Gamer,526.23,False
Pulseira,417.21,False
Creme Anti-Espinhas,575.97,False
Creme Anti-Acne,515.71,True
Cinto,117.62,False
Monitor Touchscreen,958.86,True
Sofá 3 Lugares,847.43,True
Desodorante,598.79,False
Recipiente de Higiene,659.05,False
Sabonete,193.94,False
Guarda-Roupa Embutido,241.4,False
Cama Box Casal,233.28,True
Sofá 4 Lugares,191.39,True
Sofá 3 Lugares,338.62,False
Cama Box com Criado-Mudo,287.08,False
Monitor 360Hz,164.84,True
Monitor Full HD,251.8,True
Monitor 60Hz,899.01,False
Creme Anti-Espinhas,778.16,False
Cama Box com Baú e Cabeceira,293.07,True
Cama Box,632.38,False
Macbook,733.12,True
Creme Anti-Inflamação,486.19,False
Desodorante,914.95,True
Recipiente de Papel,211.47,True
Monitor 240Hz,136.84,True
Condicionador,821.0,True
Monitor Ultrawide,651.21,False
Óculos de Grau,77.97,True
Cama Box Casal,549.81,True
Sofá 3 Lugares,902.07,True
Monitor 360Hz,76.16,False
Cama Box com Cabeceira e Criado-Mudo,436.48,True
Recipiente de Plástico,88.3,False
Calça,882.83,True
Cama Box Casal,86.07,True
Monitor 280Hz,560.03,False
Creme Anti-Irritação,740.07,True
Creme Anti-Cravos,417.48,False
Pulseira,527.14,True
Fio Dental,349.99,True
Macbook,837.87,False
Monitor Touchscreen,824.14,False
Protetor Solar,544.58,False
Cama Box Baú,716.82,False
Monitor 165Hz,139.53,False
Shampoo,352.0,False
Recipiente de Alimento,954.36,False
Chapéu,282.77,True
Creme Anti-Inflamação,458.56,True
Recipiente de Lixo,427.73,True
Cama Box com Criado-Mudo,65.21,True
Cama Box com Criado-Mudo,588.02,False
Creme Anti-Acne,240.19,True
Hidratante,584.21,False
Computador,766.59,False
Monitor 200Hz,867.54,True
Recipiente de Bebida,596.5,False
Cama Box com Gavetas,936.79,True
Brinco,989.84,True
Cama Box com Baú e Cabeceira,568.51,False
Creme Anti-Envelhecimento,496.48,True
Recipiente de Higiene,448.6,True
Óculos de Sol,813.19,True
Creme Anti-Manchas,906.75,False
Óculos de Grau,226.32,True
Mesa de Escritório,631.43,True
Cadeira de Praia,427.6,False
Cama Box com Baú, Cabeceira e Criado-Mudo,374.27,False
Escova de Dente,141.27,True
Calça,411.15,True
Escova de Dente,434.96,False
Protetor Labial,662.44,False
Cama Box Queen Size,764.94,True
Mochila,842.94,True
Creme Anti-Irritação,682.96,True
Monitor HD,587.39,False
Tenis,952.81,False
Cama Box com Gavetas,977.37,True
Pulseira,773.37,True
Monitor 4K,615.49,False
Cama Box com Gavetas, Cabeceira e Criado-Mudo,395.28,True
Calça,386.68,True
Recipiente de Papel,740.8,False
Colar,220.8,False
Creme Anti-Inflamação,89.53,False
Monitor 60Hz,416.08,False
Monitor Touchscreen,836.41,False
Desodorante,942.52,False
Creme Anti-Estrias,680.83,True
Tenis,650.08,True
Creme Anti-Irritação,588.39,True
Recipiente de Plástico,664.37,True
Protetor Solar,703.76,True
Creme Anti-Cravos,115.95,True
Creme Dental,504.64,False
Creme Anti-Olheiras,86.67,True
Creme Anti-Rugas,522.8,False
Cama Box com Baú e Gavetas,388.13,True
Monitor 60Hz,246.28,True
Ultrabook,555.87,False
Recipiente de Bebida,599.34,True
Shampoo,614.99,True
Creme Anti-Espinhas,784.07,False
Creme Anti-Ressecamento,171.31,False
Monitor Curvo,748.04,True
Recipiente de Vidro,782.15,True
Brinco,338.74,False
Desodorante,345.59,False
Sofá-Cama,194.53,True
Tenis,817.0,False
Cama Box com Cabeceira e Criado-Mudo,623.26,True
Sofá,802.79,True
Monitor 240Hz,75.1,True
Tenis,559.32,True
Mochila,554.21,False
Condicionador,990.71,False
Sofá 3 Lugares,630.87,True
Mini PC,452.69,False
Monitor 75Hz,733.13,True
Perfume,263.84,True
Escova de Dente,205.27,True
Creme Anti-Inflamação,754.42,True
Tenis,55.63,False
Guarda-Roupa Infantil,502.59,False
Cama Box com Criado-Mudo,596.57,False
Sofá de Canto,762.72,True
Cama Box com Baú, Gavetas e Cabeceira,674.02,True
